Left
-21.78	-52.56	1041.67	17.21	6.64	-4.74
-21.86	-52.52	1042.19	17.1	6.39	-4.66
-21.79	-52.55	1043.54	17.24	6.53	-4.63
-21.7	-52.59	1042.81	17.25	6.18	-4.65
-21.77	-52.59	1043.08	17.15	6.29	-4.81
-22.12	-52.21	1042.86	17.04	6.36	-4.78
-22.31	-52.04	1042.78	17.38	6.57	-4.85
-22.56	-52.15	1041.96	17.46	6.65	-4.87
-22.83	-52.32	1054.55	17.69	6.94	-4.94
-22.77	-52.22	1057.41	17.0	6.8	-4.58
-22.47	-52.29	1053.67	17.03	6.62	-4.43
-22.53	-52.31	1049.41	16.87	6.43	-4.45
-22.57	-52.33	1046.79	16.85	6.53	-4.38
-22.46	-52.34	1047.25	16.99	6.27	-4.46
-22.53	-52.25	1046.13	16.84	6.23	-4.45
-22.57	-52.23	1045.36	16.65	6.45	-4.39
-22.47	-52.28	1045.87	16.64	6.36	-4.33
-22.57	-52.39	1046.44	16.67	6.49	-4.33
-22.5	-52.33	1046.4	16.7	6.32	-4.37
-22.46	-52.27	1045.57	16.56	6.12	-4.3
-22.61	-52.34	1046.26	17.21	6.29	-4.52
-23.31	-52.15	1052.17	17.37	6.77	-5.0
-23.31	-51.95	1051.32	17.41	6.78	-5.19
-22.98	-52.05	1050.69	17.24	6.52	-5.01
-23.14	-52.22	1050.55	17.25	6.78	-5.08
-23.13	-52.17	1049.66	17.4	6.7	-5.06
-21.95	-52.46	1054.47	17.34	6.21	-4.58
-16.74	-52.92	1053.15	16.42	1.96	-3.85
-10.49	-53.82	1057.28	15.19	-2.91	-3.26
-3.69	-54.48	1054.7	13.96	-7.26	-2.49
-1.48	-54.83	1054.67	13.53	-8.49	-2.09
-0.07	-55.04	1059.25	13.24	-9.18	-1.97
2.05	-55.04	1061.32	13.09	-9.97	-2.19
4.21	-55.18	1060.05	13.53	-10.35	-2.82
9.57	-54.59	1062.25	13.94	-14.11	-2.34
14.94	-52.67	1056.6	14.31	-17.73	-2.24
19.45	-50.63	1055.14	14.94	-19.99	-2.14
24.46	-50.24	1055.99	14.64	-21.77	-2.02
26.51	-50.64	1054.27	14.23	-22.64	-2.09
27.37	-50.95	1055.59	14.17	-22.56	-2.15
28.82	-51.18	1060.18	13.61	-23.05	-2.19
29.21	-51.51	1060.23	13.54	-23.25	-2.15
28.96	-51.35	1055.44	13.78	-22.76	-1.67
28.7	-50.7	1052.39	13.94	-22.59	-1.43
28.48	-50.41	1052.51	14.25	-22.62	-1.3
28.33	-49.77	1052.53	14.21	-22.7	-1.3
28.14	-49.51	1049.58	14.69	-22.38	-1.4
27.29	-49.43	1052.02	14.54	-22.07	-1.22
26.23	-49.3	1048.95	14.82	-21.71	-0.91
25.39	-49.45	1051.54	14.78	-21.5	-0.18
25.84	-49.34	1049.36	14.66	-21.69	0.39
27.15	-48.82	1048.98	14.56	-21.9	0.71
27.74	-48.61	1047.1	14.91	-21.88	0.76
28.0	-48.95	1048.77	15.12	-21.5	0.9
28.2	-49.15	1048.28	14.75	-21.81	0.75
28.05	-48.88	1048.58	14.8	-21.69	0.69
28.01	-48.87	1046.83	14.99	-21.63	0.59
27.6	-49.2	1046.22	14.81	-21.8	0.56
27.38	-49.6	1046.4	14.93	-21.17	0.32
27.51	-50.1	1047.02	14.99	-21.24	0.2
27.74	-50.36	1045.53	15.06	-21.08	0.25
27.74	-50.45	1045.43	15.19	-20.98	0.5
28.33	-50.54	1045.12	15.04	-21.43	0.54
29.46	-51.22	1045.82	14.82	-21.94	0.52
29.54	-51.19	1044.93	14.41	-21.95	0.27
28.89	-51.07	1044.23	14.99	-21.59	0.36
28.91	-51.0	1046.41	14.72	-21.49	0.47
29.31	-50.8	1043.86	14.89	-21.7	0.43
29.5	-50.76	1044.3	14.98	-21.65	0.53
29.58	-50.72	1042.88	15.17	-21.08	0.38
29.78	-50.78	1043.36	15.07	-21.14	0.28
29.71	-50.94	1046.18	15.05	-21.03	0.24
29.72	-51.08	1049.83	14.91	-21.18	0.21
29.43	-51.0	1051.29	15.11	-20.83	0.17
29.49	-50.83	1051.51	14.75	-21.05	0.05
29.67	-51.14	1058.2	14.64	-21.3	-0.17
30.19	-51.52	1068.01	13.87	-21.54	-0.51
30.23	-52.08	1060.98	13.79	-21.19	-0.5
30.4	-52.44	1059.23	14.69	-20.9	-0.18
30.74	-52.81	1057.35	15.16	-21.01	0.05
31.08	-52.87	1057.45	14.95	-21.01	0.13
31.51	-52.52	1057.0	15.09	-21.25	0.41
31.53	-51.94	1055.71	14.83	-21.33	0.5
31.56	-51.49	1053.36	15.04	-21.6	0.64
31.29	-50.99	1051.25	15.38	-21.63	0.82
31.11	-50.99	1054.95	15.38	-21.63	1.13
31.17	-50.98	1054.5	15.13	-21.43	0.87
31.5	-50.6	1051.14	15.04	-21.38	0.66
31.95	-49.9	1047.56	15.05	-21.78	0.6
32.49	-50.49	1049.29	14.88	-21.38	0.55
32.62	-50.77	1048.36	15.03	-21.32	0.44
32.22	-50.89	1049.6	15.19	-21.19	0.42
31.36	-50.92	1051.31	15.22	-21.46	0.5
30.87	-50.93	1051.34	15.19	-21.14	0.48
30.71	-50.87	1049.17	15.09	-21.22	0.25
30.59	-51.0	1051.43	15.15	-21.15	0.26
30.74	-51.18	1056.03	14.96	-21.25	0.28
31.16	-51.44	1056.77	15.18	-21.44	0.51
31.26	-51.36	1056.13	15.15	-21.51	0.64
31.7	-51.15	1055.06	14.84	-21.55	0.79
31.94	-50.88	1055.86	15.21	-21.7	0.9
31.94	-50.48	1055.45	15.2	-21.57	1.09
32.04	-50.1	1057.61	15.37	-21.42	1.14
32.01	-49.63	1054.08	15.6	-21.21	1.06
32.21	-48.97	1062.51	15.37	-21.78	1.12
32.51	-49.16	1064.24	15.46	-21.26	1.11
32.56	-48.97	1057.91	15.51	-21.21	1.24
32.92	-48.74	1053.93	16.09	-21.14	1.54
33.44	-48.8	1053.34	16.01	-21.13	1.7
33.79	-48.93	1051.93	16.17	-21.09	1.82
33.73	-49.12	1053.41	15.99	-20.94	1.99
33.81	-49.49	1052.26	15.83	-20.56	1.95
33.8	-49.57	1053.64	15.35	-20.69	1.87
33.69	-49.49	1052.33	15.52	-21.04	1.97
33.63	-49.4	1055.3	15.46	-20.87	1.83
32.9	-49.42	1056.0	15.51	-20.72	1.77
32.36	-49.4	1055.71	15.61	-20.71	1.51
32.1	-49.51	1055.29	15.65	-20.93	1.41
