Left
51.18	58.29	1217.78	9.69	3.23	-0.24
51.14	58.27	1219.33	9.64	3.31	-0.14
51.08	58.38	1219.82	9.64	3.13	-0.23
50.95	58.38	1219.64	9.58	3.54	-0.37
50.24	58.27	1218.48	9.36	4.23	-0.54
48.82	57.8	1214.55	8.92	5.55	-0.71
46.65	57.69	1212.73	8.7	7.35	-1.15
43.97	57.31	1208.74	8.01	9.63	-1.67
37.58	56.58	1202.63	7.36	14.33	-2.25
34.18	56.8	1209.54	7.0	16.22	-1.53
31.51	57.34	1214.52	6.26	18.23	-1.06
29.48	57.73	1216.67	6.06	19.9	-1.14
27.52	57.62	1215.24	6.13	20.74	-1.24
25.87	57.6	1213.2	5.94	21.79	-1.44
24.14	57.54	1210.12	6.01	22.82	-1.59
21.57	57.59	1208.0	6.11	24.09	-1.93
20.54	57.66	1204.31	6.32	24.7	-2.18
19.25	57.79	1202.73	6.67	25.42	-2.51
17.95	58.13	1202.88	6.75	25.84	-2.5
16.7	58.39	1200.24	7.09	26.44	-2.64
15.63	58.67	1198.48	7.16	26.86	-2.92
15.1	59.27	1199.74	7.48	26.99	-3.21
14.63	59.43	1198.94	7.47	27.12	-3.38
14.5	59.57	1198.76	7.61	27.04	-3.75
13.85	60.07	1201.2	7.84	27.15	-3.88
13.52	60.19	1197.9	8.0	27.47	-4.14
13.39	60.36	1197.26	7.93	27.56	-4.35
13.1	60.53	1196.48	7.96	27.63	-4.43
12.97	60.7	1196.86	7.88	27.8	-4.5
12.98	60.64	1196.73	7.87	27.89	-4.58
13.06	60.85	1197.91	7.93	27.8	-4.55
13.28	60.89	1198.6	7.76	27.82	-4.39
13.54	60.79	1196.29	8.12	27.59	-4.46
13.67	60.88	1199.2	8.05	27.42	-4.32
13.99	60.86	1198.07	7.92	27.37	-4.22
14.29	60.77	1197.11	8.22	27.17	-4.3
14.67	60.86	1199.94	8.16	26.88	-4.16
14.86	60.93	1199.99	8.08	26.89	-4.17
15.16	60.74	1195.94	8.17	26.72	-4.26
15.43	60.74	1198.39	8.3	26.47	-4.42
15.32	60.58	1196.9	8.1	26.52	-4.22
15.43	60.76	1198.0	8.01	26.58	-4.24
15.38	60.8	1200.28	8.08	26.41	-4.24
15.32	60.81	1197.29	8.12	26.54	-4.13
15.21	60.86	1196.16	7.95	26.85	-4.23
15.2	60.78	1195.13	8.42	26.65	-4.4
15.31	60.89	1195.99	8.22	26.51	-4.32
15.47	60.99	1199.31	8.42	26.25	-4.31
15.54	60.89	1197.61	8.42	26.23	-4.44
15.59	61.01	1197.24	8.06	26.39	-4.28
15.79	60.9	1199.9	8.25	26.15	-4.25
15.72	60.92	1197.89	8.02	26.45	-4.24
16.07	61.05	1201.57	7.97	26.18	-4.16
16.04	60.91	1198.52	8.13	26.36	-4.15
16.42	60.79	1200.4	8.1	25.85	-4.14
16.74	60.81	1198.95	8.19	25.59	-4.17
16.92	61.0	1200.42	8.11	25.56	-3.95
17.17	60.95	1201.44	7.85	25.47	-3.79
17.74	61.05	1200.75	8.01	25.23	-3.94
18.31	61.13	1202.34	8.04	24.79	-3.69
19.0	61.31	1204.5	8.15	24.36	-3.48
19.7	61.27	1205.06	7.95	23.98	-3.36
20.6	61.2	1205.11	8.13	23.29	-3.37
22.17	61.32	1207.88	7.85	22.49	-3.1
22.96	61.33	1207.09	7.76	21.95	-2.65
24.13	61.44	1208.39	7.72	21.25	-2.51
25.67	61.55	1209.57	7.52	20.33	-2.14
