Shrek
-88.28	56.87	875.76	-18.67	-8.67	-4.96
-88.22	56.81	875.35	-18.66	-8.78	-4.95
-88.35	56.91	875.43	-18.56	-8.68	-4.94
-88.47	56.91	875.32	-18.48	-8.71	-4.98
-88.62	56.98	876.11	-18.38	-8.68	-4.98
-88.68	57.04	876.52	-18.19	-8.68	-4.92
-88.55	57.04	876.35	-18.41	-8.58	-4.91
-88.39	57.06	874.85	-18.54	-8.65	-4.9
-88.88	57.02	877.04	-18.47	-8.52	-4.93
-88.64	56.88	875.86	-18.42	-8.54	-4.99
-88.78	56.86	875.67	-18.36	-8.5	-4.98
-88.8	56.99	876.76	-18.2	-8.54	-5.03
-88.6	56.95	875.98	-18.44	-8.53	-4.96
-88.36	56.91	875.27	-18.54	-8.52	-4.96
-88.39	56.89	875.43	-18.78	-8.62	-5.0
-88.43	56.89	875.46	-18.64	-8.54	-4.99
-88.56	56.93	876.37	-18.64	-8.52	-4.88
-88.41	56.94	875.92	-18.66	-8.59	-4.94
-88.29	56.87	874.88	-18.65	-8.55	-4.94
-88.32	56.88	875.19	-18.76	-8.56	-4.99
-88.46	56.89	876.22	-18.55	-8.64	-5.01
-88.45	56.94	876.59	-18.53	-8.55	-5.03
-88.4	56.93	875.75	-18.65	-8.58	-5.0
-88.45	56.82	875.51	-18.61	-8.54	-5.0
-88.41	56.83	875.68	-18.7	-8.55	-4.96
-88.43	56.92	875.37	-18.62	-8.57	-4.94
-88.43	57.04	875.32	-18.59	-8.51	-5.0
-88.44	57.13	876.17	-18.49	-8.47	-5.0
-88.3	57.11	875.39	-18.65	-8.54	-4.93
-88.34	57.04	876.07	-18.58	-8.57	-4.89
-88.56	56.52	873.96	-18.0	-8.41	-4.86
-91.0	56.0	871.42	-17.07	-6.03	-4.78
-94.51	55.54	864.75	-15.63	-2.21	-4.48
-97.34	55.55	864.88	-15.49	-0.04	-4.48
-104.51	55.2	857.68	-13.82	5.84	-3.92
-108.72	55.17	860.98	-14.63	7.26	-3.49
-109.53	54.72	863.26	-15.19	7.05	-3.16
-109.91	54.06	862.02	-15.94	6.78	-2.84
-110.76	53.4	862.18	-16.39	7.16	-2.64
-111.75	53.09	862.75	-16.33	7.53	-2.63
-112.25	53.12	863.01	-16.24	7.48	-2.64
-112.45	53.3	862.81	-16.09	7.67	-2.88
-112.71	53.49	862.49	-16.14	8.0	-3.02
-112.96	53.72	862.6	-16.06	8.19	-3.15
-113.18	53.8	862.96	-15.89	8.2	-3.26
-113.22	53.67	862.43	-15.89	8.2	-3.35
-113.34	53.5	862.36	-15.81	8.21	-3.42
-113.65	53.51	862.94	-15.85	8.26	-3.59
-113.74	53.57	862.94	-15.64	8.17	-3.69
-113.36	53.56	861.41	-15.62	8.29	-3.74
-113.29	53.7	862.54	-15.47	7.85	-3.7
-112.81	54.07	863.58	-15.42	7.66	-3.59
-113.21	55.36	870.75	-16.52	7.59	-3.44
-112.42	55.03	867.53	-16.4	7.43	-3.44
-111.82	54.42	863.3	-16.03	7.25	-3.56
-111.78	54.3	863.2	-15.89	7.18	-3.5
-111.85	54.27	863.57	-15.52	7.13	-3.49
-111.72	54.36	863.63	-15.7	7.02	-3.55
-111.7	54.3	863.93	-15.44	7.03	-3.55
-111.72	54.25	864.59	-15.81	7.16	-3.58
-111.57	54.15	863.67	-15.66	7.0	-3.51
-111.42	54.22	862.89	-16.0	7.12	-3.61
-111.38	54.1	862.61	-15.63	6.89	-3.57
-111.49	54.24	863.12	-16.0	6.96	-3.72
-111.53	54.19	863.83	-15.8	6.87	-3.65
-111.59	54.19	864.03	-15.59	6.82	-3.61
-111.61	54.28	863.94	-15.77	7.03	-3.62
-111.59	54.27	863.55	-15.45	6.82	-3.59
-111.72	54.25	864.8	-15.94	6.9	-3.62
-111.63	54.06	863.45	-15.87	6.71	-3.54
-111.68	54.24	863.93	-16.06	6.84	-3.65
-111.82	54.26	864.08	-15.66	6.81	-3.6
-111.75	54.29	863.42	-15.88	6.9	-3.67
-111.81	54.25	863.61	-15.75	6.88	-3.58
-111.83	54.29	863.22	-15.73	6.82	-3.54
-111.78	54.23	863.4	-15.68	6.88	-3.64
-111.74	54.21	863.75	-15.56	6.82	-3.64
-111.74	54.16	863.06	-15.66	6.95	-3.7
-111.8	54.25	863.62	-15.47	6.92	-3.64
-111.76	54.3	863.51	-15.77	6.88	-3.72
-112.02	54.24	864.46	-15.64	6.83	-3.72
-112.23	54.22	864.3	-15.85	6.67	-3.64
-111.8	54.33	864.56	-15.27	6.77	-3.5
-111.06	54.39	863.13	-15.91	7.03	-3.61
-111.34	54.22	864.33	-15.83	6.81	-3.43
-111.37	54.16	864.47	-15.87	6.78	-3.52
-111.48	54.09	864.34	-15.77	6.73	-3.52
-111.26	54.18	863.56	-15.92	6.89	-3.66
-111.52	54.05	863.58	-15.54	6.77	-3.63
-111.65	54.0	863.54	-16.22	6.87	-3.77
-111.64	53.99	864.43	-15.84	6.89	-3.66
-111.76	53.95	863.96	-15.95	6.75	-3.69
-111.96	54.06	864.9	-15.93	6.79	-3.6
-112.47	54.95	870.25	-16.5	6.93	-3.58
-112.2	54.48	866.33	-16.35	6.92	-3.64
-111.97	54.32	864.18	-16.23	6.86	-3.74
-112.15	54.32	864.51	-16.16	6.96	-3.73
-112.13	54.28	863.94	-15.98	7.06	-3.82
-112.3	54.26	864.53	-16.0	6.99	-3.73
-112.55	54.05	864.29	-16.03	6.96	-3.75
-114.54	81.69	900.3	-4.26	6.09	-14.72
-114.48	81.87	900.81	-4.33	6.09	-14.75
-114.55	81.91	900.59	-4.33	6.22	-14.71
-114.44	81.88	900.36	-4.39	6.09	-14.78
-114.7	81.9	901.29	-4.31	6.15	-14.88
-114.69	81.87	900.59	-4.22	6.21	-14.84
-114.86	81.98	900.9	-4.19	6.28	-14.82
-114.88	82.07	900.6	-4.03	6.18	-14.82
-115.02	82.13	901.04	-4.19	6.3	-14.85
